,pendiente,VPL,coords,WGS84(GPS),date,time,H (%),T (C),V (m/s)
6208,26.6667,0.0037990000000000003,"(688987.5206731308, 5644544.056127614)","(-72.80743870952585, -39.327887498357974)",2020-02-27,21:00,59.4283,14.5961,12.4113
6209,-58.8889,0.0025960000000000002,"(702029.7480558848, 5827144.835997277)","(-72.70896305540712, -37.68066785393538)",2020-01-20,18:00,32.5636,18.049,3.69567
6210,13.3333,0.0024809999999999997,"(746689.5561684988, 5953066.085179128)","(-72.24442895752792, -36.53599487841645)",2016-01-29,15:00,81.6084,13.6505,1.05611
6211,-2.222200000000001,0.002712,"(775208.6155797506, 5807125.156196601)","(-71.87250452957254, -37.84181486188072)",2020-01-20,18:00,26.3949,19.3532,2.38111
6212,4.44444,0.005973,"(745101.8258459973, 5794019.390787406)","(-72.20979060261827, -37.96838499908528)",2017-12-26,10:00,90.4373,10.5517,3.82304
6213,-26.666700000000006,0.0037990000000000003,"(694831.0916422842, 5897669.733732025)","(-72.80909637235104, -37.04699252940431)",2017-01-08,23:00,73.374,11.7096,13.4481
6214,0.0,0.0025960000000000002,"(687116.2396971254, 5822992.1995192645)","(-72.87690599250048, -37.72123496603486)",2016-02-13,14:00,90.5524,7.00771,4.75139
6215,4.44444,0.004342,"(729308.4135379624, 5898047.280765227)","(-72.42183948984494, -37.03580271569115)",2020-03-15,09:00,12.1094,18.2357,6.1580900000000005
6216,-3.333299999999994,0.013174000000000002,"(654251.4342144423, 5757033.956435244)","(-73.23542861892567, -38.32155260472206)",2020-02-06,08:00,53.6146,6.83145,2.76652
6217,8.88889,0.009777,"(701202.125577109, 5830534.030645813)","(-72.7192762022751, -37.65032582342133)",2018-01-03,20:00,97.8165,11.0932,10.9491
6218,-5.555599999999998,0.005429,"(733297.1609043106, 5803011.0221494185)","(-72.34695010414632, -37.890540464577604)",2018-02-03,23:00,46.5564,18.245,4.1477699999999995
6219,2.22222,0.005973,"(755288.5650309495, 5780203.609417051)","(-72.0890398559511, -38.089937236900035)",2017-03-07,06:00,12.1377,17.3332,0.548407
6220,-10.0,0.0024809999999999997,"(762143.3477091228, 5725668.568166126)","(-71.99072477908013, -38.57879185653905)",2019-02-03,16:00,35.2234,22.2926,10.1118
6221,-10.0,0.006516,"(654285.3903211228, 5713927.722637062)","(-73.22553120711679, -38.709838946764584)",2018-01-18,08:00,53.3415,13.0678,13.0723
6222,2.22222,0.005973,"(671301.6506995688, 5712733.278619615)","(-73.02963035619716, -38.71746357179061)",2018-02-18,08:00,77.6945,10.7421,4.9675199999999995
6223,32.2222,0.0025960000000000002,"(663215.0189724687, 5835890.204043422)","(-73.15084507876037, -37.60961232346907)",2018-12-24,10:00,13.5656,18.5834,10.6006
6224,0.0,0.0025960000000000002,"(670685.3142951413, 5911554.540913031)","(-73.08361248310173, -36.92660202658155)",2020-03-07,09:00,89.1081,13.9752,5.15477
6225,13.3333,0.005973,"(795229.7896107357, 5925001.529178752)","(-71.6921741224056, -36.77482295758699)",2019-02-12,15:00,20.9682,20.0702,4.02801
6226,-17.7778,0.013174000000000002,"(647222.1471913022, 5765216.788512982)","(-73.31751077372323, -38.24901914332879)",2017-02-10,15:00,18.8933,14.6081,6.27756
6227,30.0,0.002134,"(774792.3655061227, 5806802.634181021)","(-71.87710585445497, -37.84484294782553)",2017-01-08,23:00,87.2596,11.5397,12.2252
6228,-35.5556,0.013174000000000002,"(648366.8431275277, 5797720.8511418775)","(-73.31118972426418, -37.956008228281156)",2018-02-08,08:00,65.3522,10.5326,8.90421
6229,4.44444,0.0024809999999999997,"(771800.8357423778, 6038720.85099195)","(-71.99386600591673, -35.75802328136288)",2016-12-23,14:00,14.0857,13.9452,1.8017
6230,4.44444,0.009777,"(737599.008342551, 5885527.482420742)","(-72.32475479139708, -37.14647537483166)",2018-02-07,23:00,53.0134,15.5795,3.29284
6231,30.0,0.004342,"(690448.2130303546, 5643086.894625347)","(-72.7900908516368, -39.34068759546626)",2015-12-31,17:00,23.543000000000003,14.8231,3.9853699999999996
6232,-12.2222,0.0016719999999999999,"(670676.2126858394, 5680179.176479934)","(-73.02873793762345, -39.010774725336795)",2019-12-28,12:00,93.365,9.1686,1.0724799999999999
6233,-42.2222,0.0025960000000000002,"(764624.653747142, 6050939.245736778)","(-72.07716316193333, -35.64995821653398)",2017-03-04,12:00,36.1266,12.8922,2.87697
6234,4.44444,0.0025960000000000002,"(736262.3705303858, 5880707.922218135)","(-72.33826714251204, -37.19021139264956)",2018-12-24,16:00,17.7485,19.4381,1.3477
6235,-34.4444,0.0037990000000000003,"(735673.9442966528, 5725184.625021612)","(-72.29408482419403, -38.59056458494608)",2017-02-01,05:00,20.2063,16.1454,4.1958
6236,-55.5556,0.0025960000000000002,"(672311.2442702282, 5753941.408067111)","(-73.02818415929023, -38.34611790853719)",2018-03-16,12:00,95.3161,9.714260000000001,17.7134
6237,5.55556,0.001009,"(769803.9130603075, 5878200.394517335)","(-71.95993705965549, -37.20369517620584)",2017-01-31,14:00,22.4632,16.3515,3.2871699999999997
6238,-5.555599999999998,0.005429,"(704017.5125824818, 5854710.141844931)","(-72.69410507500234, -37.431968189051986)",2015-12-23,12:00,67.4739,4.46011,3.8142199999999997
6239,14.4444,0.0025960000000000002,"(651132.8382047686, 5730008.240120557)","(-73.26526967030777, -38.56553392182378)",2018-02-21,22:00,70.8207,12.8324,2.71959
6240,6.66667,0.013174000000000002,"(728306.669007186, 5881081.030387951)","(-72.42792633630293, -37.18883082069893)",2016-01-27,14:00,72.9412,10.8065,10.0121
6241,3.33333,0.005973,"(696967.4828316043, 5825177.852034002)","(-72.76579739278029, -37.69948451592285)",2017-03-18,20:00,69.6855,14.0116,2.70623
6242,0.0,0.006516,"(751763.0679328669, 5798425.258157029)","(-72.13558740714755, -37.92690236981632)",2019-03-17,10:00,64.5533,12.5048,4.32912
6243,-17.7778,0.0025960000000000002,"(704313.9211566914, 5796143.355854788)","(-72.67433141037125, -37.9593538677644)",2016-02-17,17:00,59.3689,11.3307,2.4176900000000003
6244,-68.8889,0.013174000000000002,"(658062.3253659033, 5754985.6380346585)","(-73.19139479804836, -38.33933976447857)",2020-03-11,11:00,54.3516,12.2096,3.2795400000000003
6245,31.1111,0.005973,"(668096.1502758855, 5733723.973836042)","(-73.07155322935697, -38.52901982518177)",2016-03-16,08:00,12.0027,18.3244,3.97252
6246,30.0,0.0025960000000000002,"(678522.7526644686, 5800698.100200508)","(-72.96885540861742, -37.92376462970229)",2018-01-21,17:00,71.7901,14.0897,1.7148400000000001
6247,-23.333299999999994,0.001325,"(683871.9233646753, 5479778.999040939)","(-72.81993793916662, -40.812418746749955)",2017-01-21,10:00,65.1514,9.15347,6.78927
6248,0.0,0.0017870000000000002,"(745325.3018229733, 6007051.374787338)","(-72.27661395734361, -36.05019613821667)",2017-01-31,21:00,30.4046,17.4987,5.54959
6249,7.77778,0.0016719999999999999,"(719129.8808250482, 5804567.946018346)","(-72.50838811840727, -37.880041188009486)",2020-01-14,20:00,85.5183,10.6813,5.0179
6250,0.0,0.016027,"(805811.3675245383, 6103353.885901318)","(-71.64254819004188, -35.16627041302159)",2020-02-11,19:00,55.9502,19.4242,2.93213
6251,26.6667,0.001325,"(659914.9695485348, 5801683.91555515)","(-73.18068058494677, -37.9183472266718)",2019-01-29,19:00,49.6871,16.6081,3.90838
6252,-77.7778,0.005973,"(646814.0344226913, 5815460.626755203)","(-73.3324656490619, -37.796438429637796)",2019-01-03,17:00,63.21,11.9071,15.0808
6253,0.0,0.002134,"(760316.6672816545, 5840189.544169143)","(-72.05333822756124, -37.54856160433642)",2016-02-11,22:00,60.82,15.0617,4.12455
6254,-30.0,0.001325,"(739153.2687254827, 5879652.881206938)","(-72.30539308238099, -37.19897517039734)",2018-01-27,12:00,45.5757,11.7223,6.12562
6255,0.0,0.009777,"(739563.5811968807, 5831758.773392547)","(-72.28524395088003, -37.6300947205627)",2020-01-05,18:00,69.0197,6.830710000000001,4.25632
6256,0.0,0.016027,"(720900.3476706898, 5875524.569850262)","(-72.50964673435173, -37.24065154377232)",2019-12-28,19:00,64.2333,16.6295,3.11671
6257,0.0,0.0024809999999999997,"(746120.5132157721, 6025057.378034679)","(-72.273380798534, -35.887838076635724)",2020-02-01,17:00,53.6328,16.8529,1.36868
6258,0.0,0.0025960000000000002,"(744763.414232263, 5835531.019788)","(-72.22764358665229, -37.59476348233675)",2019-03-09,07:00,20.3186,19.547,6.74998
6259,11.1111,0.009777,"(695767.6794605891, 5869885.522084505)","(-72.79129547623604, -37.297063197265466)",2020-03-17,20:00,68.6559,12.8998,3.5317300000000005
6260,6.66667,0.0017870000000000002,"(763273.3744608111, 5726354.512565362)","(-71.9780282121456, -38.57228463043348)",2017-01-24,12:00,79.1353,10.1693,3.93511
6261,-67.7778,0.002134,"(668585.8706476742, 5775703.9154969)","(-73.0759688063926, -38.15080306978913)",2016-02-27,22:00,93.0723,9.22695,3.59955
6262,-10.0,0.002134,"(748731.4814809582, 5780060.809631345)","(-72.1636725317059, -38.09305042464635)",2019-12-27,05:00,36.33,14.4728,1.1263100000000001
6263,-15.555599999999998,0.004342,"(762913.8926356072, 5832594.033016653)","(-72.0212497759182, -37.61619433194209)",2018-01-15,17:00,100.33,9.21499,7.17174
6264,12.2222,0.005973,"(754488.5932960444, 5815111.044479604)","(-72.11048698413853, -37.77594470951407)",2019-02-19,19:00,90.6562,14.3646,4.79128
6265,10.0,0.010235,"(800633.188197341, 5874084.691679114)","(-71.61143030001037, -37.231311224568685)",2018-12-23,11:00,50.9683,16.3729,1.08069
6266,-84.4444,0.0037990000000000003,"(652223.8077115753, 5767616.869239459)","(-73.26088978034151, -38.22656506226615)",2018-01-01,21:00,29.9932,9.70156,3.20554
6267,5.55556,0.013174000000000002,"(649880.3186114172, 5812267.565419045)","(-73.29699156956903, -37.824707339080696)",2018-02-11,10:00,6.66803,14.0421,10.1431
6268,13.3333,0.0016719999999999999,"(715631.5643111038, 5805151.111329197)","(-72.54830605833624, -37.87562483908472)",2017-03-09,23:00,77.0493,6.32607,5.6752
6269,-67.7778,0.001325,"(715167.6855939341, 5632647.991027126)","(-72.50014100491391, -39.428863052430316)",2018-03-01,19:00,75.6951,13.7592,3.04872
6270,45.5556,0.006516,"(776291.5567468673, 6051923.6888944125)","(-71.94879711895506, -35.63789967700792)",2017-03-05,18:00,17.7613,16.5182,5.43886
6271,-21.111099999999993,0.0016719999999999999,"(676513.5025686504, 5729564.49250135)","(-72.97399027511389, -38.56485196912228)",2019-01-27,09:00,16.7707,14.5595,7.067019999999999
6272,20.0,0.0032549999999999996,"(709164.0894303952, 5799636.596748786)","(-72.62018146155634, -37.926792509616114)",2020-01-17,21:00,25.7001,21.6283,7.411630000000001
6273,4.44444,0.0025960000000000002,"(745483.3385395644, 5796278.817297223)","(-72.20622345497134, -37.9479420816018)",2020-01-17,15:00,11.3046,22.2472,2.03927
6274,0.0,0.0016719999999999999,"(717304.5463490436, 5804117.202182723)","(-72.52898952729564, -37.884537317714546)",2019-01-24,20:00,29.9672,17.9762,1.80289
6275,4.44444,0.013174000000000002,"(764651.557443193, 5795758.96665907)","(-71.98815157585989, -37.94724128916395)",2019-02-12,09:00,18.5664,18.5719,14.4971
6276,-40.0,0.0032549999999999996,"(692766.1527575215, 5820623.004883324)","(-72.81221410083599, -37.7414020193371)",2020-02-13,17:00,46.3269,9.64736,5.78437
6277,8.88889,0.0025960000000000002,"(758489.4839311113, 5802410.075916057)","(-72.06057823460156, -37.88914748178992)",2018-03-03,16:00,74.8311,13.5314,4.75882
6278,-10.0,0.0032549999999999996,"(696999.0644979695, 5855948.63393492)","(-72.77370538193944, -37.4223337098271)",2016-12-31,06:00,53.7372,11.8415,1.77216
6279,15.5556,0.001325,"(787425.9920033945, 5885312.005411418)","(-71.76439015325047, -37.1344329682237)",2019-12-31,09:00,3.5883,21.5619,3.26742
6280,-27.7778,0.0024809999999999997,"(760014.0427876982, 6019748.293027173)","(-72.11789821066733, -35.93205313202938)",2016-01-24,20:00,91.9258,10.1811,1.9624099999999998
6281,4.44444,0.001325,"(768373.8548127275, 6061262.67411322)","(-72.03923081540911, -35.555989618819765)",2018-02-19,18:00,67.1972,15.1134,2.86335
6282,-26.666700000000006,0.0025960000000000002,"(674444.7753584967, 5650129.481028429)","(-72.97750426946727, -39.280644627608275)",2019-01-04,19:00,24.4263,18.423,12.4354
6283,24.4444,0.009777,"(676695.5789128188, 5836117.543015091)","(-72.99825331390102, -37.605073007098305)",2017-03-07,06:00,20.3059,15.8778,2.98196
6284,70.0,0.001325,"(659862.308117621, 5797614.489360552)","(-73.18037559938514, -37.95501567917519)",2018-01-27,09:00,88.4045,8.15103,5.27034
6285,-57.7778,0.0032549999999999996,"(780838.3317891433, 5813538.462514518)","(-71.81110401434422, -37.782384684379835)",2019-02-14,11:00,29.7946,17.7865,7.651510000000001
6286,-2.222200000000001,0.005429,"(695861.2460497831, 5466108.799944026)","(-72.67359023691968, -40.93269173503321)",2019-03-04,19:00,85.6025,3.72842,6.8216399999999995
6287,-93.33333,0.0016719999999999999,"(645302.1887161894, 5757269.469446026)","(-73.33781161082038, -38.32092633946833)",2017-02-08,12:00,67.7983,7.2853,2.92165
6288,0.0,0.005973,"(685500.1729638205, 5652859.310587762)","(-72.85016246869347, -39.25376734865058)",2018-01-10,05:00,45.0015,15.4208,3.51312
6289,-3.333299999999994,0.005973,"(645240.0275629716, 5759976.471736132)","(-73.33907884220642, -38.29655003764347)",2018-02-15,13:00,30.8267,17.7042,4.55053
6290,7.77778,0.0016719999999999999,"(759699.0691631807, 5795442.574572253)","(-72.04432914442988, -37.95151790462542)",2017-01-21,17:00,12.8722,20.9123,10.1402
6291,4.44444,0.013174000000000002,"(725947.1427289176, 5887105.6508546695)","(-72.4563042279001, -37.135151441362396)",2019-03-02,11:00,7.67329,16.6535,4.77335
6292,35.5556,0.005973,"(660963.6060449831, 5835699.904435864)","(-73.17629880051614, -37.61172358967906)",2017-02-02,23:00,33.1391,12.3795,2.0784
6293,-10.0,0.0016719999999999999,"(669967.1299038728, 5671868.250007262)","(-73.03484942230972, -39.08576079108942)",2020-03-03,19:00,10.2833,19.4555,2.60058
6294,-65.5556,0.0016719999999999999,"(667735.3911604257, 5752391.564569997)","(-73.08015093460425, -38.36094645656813)",2017-02-27,11:00,70.1182,16.299,1.6877900000000001
6295,20.0,0.001556,"(794511.82108212, 5880594.214352583)","(-71.68288767429226, -37.17468557006071)",2016-02-24,15:00,27.9798,16.86,2.1231299999999997
6296,-17.7778,0.0016719999999999999,"(767734.8934277713, 5806745.0319876615)","(-71.95718424160145, -37.847460276720795)",2020-02-06,16:00,62.4021,10.0675,2.03842
6297,12.2222,0.0025960000000000002,"(715242.6058628369, 5791439.750255165)","(-72.5486249799019, -37.99918407647149)",2016-02-14,15:00,58.4233,9.4855,9.486410000000001
6298,13.3333,0.001556,"(662519.5580370433, 5831494.332961023)","(-73.1577430229732, -37.649337026992924)",2020-02-03,16:00,93.37700000000001,8.81729,5.6558
6299,0.0,0.0024809999999999997,"(770242.1263391869, 5784387.468759657)","(-71.92033143462311, -38.04793815451351)",2017-01-24,10:00,64.3173,11.4813,8.363710000000001
6300,-43.3333,0.0024809999999999997,"(647004.5897349493, 5797647.010537958)","(-73.32667458793892, -37.95689500069601)",2019-01-31,10:00,12.4013,14.8078,7.450130000000001
6301,26.6667,0.0024809999999999997,"(702690.031066115, 5833226.9120465275)","(-72.7031695674973, -37.62574600210051)",2018-01-24,11:00,32.266999999999996,15.3046,0.49058199999999996
6302,0.0,0.006516,"(745873.022200668, 5964325.267324354)","(-72.257119431653, -36.43481807845877)",2020-01-19,08:00,15.5312,23.0092,4.25755
6303,-12.2222,0.013174000000000002,"(748640.8316596041, 5741125.4567141645)","(-72.15103623311992, -38.443547006164195)",2018-01-19,23:00,47.8028,19.4408,10.9405
6304,-78.8889,0.0016719999999999999,"(676436.7713632104, 5728415.873949355)","(-72.97457995843912, -38.575212099404155)",2019-02-26,15:00,22.3773,15.3283,9.67532
6305,46.6667,0.001325,"(654672.5504032576, 5757679.854361441)","(-73.2307547979941, -38.315661725301815)",2019-02-04,06:00,39.7058,22.6278,3.95911
6306,-11.111099999999993,0.0032549999999999996,"(793817.2042260189, 6066863.780152223)","(-71.76094617488333, -35.49835147178056)",2018-01-27,10:00,44.2691,14.5841,6.886019999999999
6307,31.1111,0.001325,"(707489.2727061808, 5734106.613546304)","(-72.62006480718604, -38.517262412932745)",2018-01-24,14:00,42.1032,14.5636,2.9937400000000003
6308,0.0,0.005429,"(779849.688313144, 5859303.849428771)","(-71.83978670721315, -37.37081172782316)",2015-12-30,20:00,60.333,16.7594,2.8378900000000002
6309,23.3333,0.0032549999999999996,"(644206.9991303437, 5761548.316964173)","(-73.35120819007612, -38.28255637525734)",2018-03-20,06:00,48.152,8.23916,7.07711
6310,0.0,0.006516,"(705220.1410899829, 5638162.668376038)","(-72.61730850850282, -39.38164069570063)",2017-01-13,16:00,43.4893,10.0431,5.04231
6311,-15.555599999999998,0.005973,"(847319.4594134075, 6089375.817504392)","(-71.18178860815961, -35.278555214522434)",2020-03-17,09:00,64.3118,13.7506,1.40952
6312,0.0,0.005973,"(731417.5084317024, 5879846.063332005)","(-72.39253023045742, -37.19918562675336)",2016-01-15,22:00,63.9848,13.4687,2.81635
6313,-5.555599999999998,0.005429,"(716944.0917486266, 5805393.188792963)","(-72.53346825196594, -37.873133366260056)",2019-12-28,16:00,77.3689,13.3427,2.34262
6314,26.6667,0.0037990000000000003,"(785490.0666093945, 5883654.731961046)","(-71.78552013515714, -37.1499410379589)",2019-02-11,17:00,43.9712,14.4464,5.00933
6315,8.88889,0.004342,"(688859.2436229605, 5771565.542945802)","(-72.8436383471995, -38.18405727666301)",2020-02-01,21:00,91.6322,11.6933,7.493110000000001
6316,7.77778,0.0032549999999999996,"(763650.966228772, 5835591.97022433)","(-72.01398905297035, -37.588998176061594)",2016-01-24,22:00,71.6208,11.2934,6.62495
6317,14.4444,0.0032549999999999996,"(656450.850431617, 5685555.422827976)","(-73.19418841301486, -38.96501163369639)",2016-02-14,17:00,98.419,7.3666,6.1094
6318,-5.555599999999998,0.0032549999999999996,"(722118.0658990694, 5872876.45362221)","(-72.49514067832452, -37.264209496544225)",2019-01-12,15:00,33.9586,9.97451,3.68247
6319,4.44444,0.002134,"(751080.3510978234, 5805133.079352673)","(-72.14568066156909, -37.86670839884361)",2018-01-23,15:00,80.8865,11.9589,0.570472
6320,-36.6667,0.013174000000000002,"(747587.6190729005, 5698735.426320672)","(-72.14800005842567, -38.825383529925645)",2017-01-14,16:00,80.2859,10.1823,5.0907599999999995
6321,-8.888900000000007,0.0025960000000000002,"(702745.0351881837, 5844722.225280921)","(-72.7057267654307, -37.52220364189349)",2020-02-24,06:00,77.291,9.080960000000001,8.47768
6322,-5.555599999999998,0.002712,"(738754.7616516678, 5902038.517198954)","(-72.31700099682111, -36.997509187930895)",2017-01-25,10:00,9.70295,23.1361,13.5238
6323,-10.0,0.0016719999999999999,"(753681.6542998768, 5786966.889943415)","(-72.10973879206863, -38.02951119345146)",2017-02-21,07:00,49.2714,18.632,9.69162
6324,2.22222,0.001325,"(784965.7971843625, 5826777.439710999)","(-71.76948877981587, -37.66197070926863)",2020-03-13,17:00,78.8852,11.8686,6.2888
6325,38.8889,0.0025960000000000002,"(660714.9191978195, 5803729.253070363)","(-73.17204004633872, -37.8997809065218)",2020-01-20,08:00,5.25927,19.1784,8.76908
6326,-33.333299999999994,0.009777,"(682726.7815919905, 5837344.708901217)","(-72.93027365121102, -37.592840700662954)",2017-03-12,08:00,18.6771,10.9489,10.6466
6327,13.3333,0.0032549999999999996,"(736723.0673686288, 5724298.90656762)","(-72.28175087899974, -38.59825863242985)",2018-02-10,13:00,59.6402,4.6397900000000005,12.7468
6328,0.0,0.013174000000000002,"(743106.1940139286, 5856373.570727046)","(-72.25328234711436, -37.40755195749695)",2016-03-20,17:00,26.0779,17.6273,0.629263
6329,17.7778,0.0025960000000000002,"(663405.2537471232, 5739244.760567652)","(-73.12663056831059, -38.48016630888197)",2016-02-07,20:00,42.1675,13.4923,3.26323
6330,-71.1111,0.0024809999999999997,"(701471.459912631, 5888575.005031001)","(-72.73203607721534, -37.12750869255987)",2016-02-05,12:00,55.2467,13.1669,0.600021
6331,-26.666700000000006,0.0032549999999999996,"(698730.3731725811, 5669531.806219088)","(-72.70183885608823, -39.100720965149854)",2018-01-18,08:00,47.0507,13.1481,11.8971
6332,4.44444,0.0025960000000000002,"(666594.4442981937, 5749656.6024271725)","(-73.09255630624584, -38.385794201900914)",2019-12-31,07:00,19.394000000000002,15.798,11.1809
6333,54.4444,0.001556,"(795561.7883729117, 5876443.216306948)","(-71.66943777655122, -37.21170839038844)",2018-02-19,18:00,55.3388,16.028,5.01141
6334,44.4444,0.0016719999999999999,"(675997.9961431496, 5651043.690267632)","(-72.95974590969314, -39.27209787319595)",2016-01-19,09:00,28.0667,15.808,3.14018
6335,2.22222,0.0025960000000000002,"(848397.7358877247, 6082514.536842817)","(-71.16704320302021, -35.339910037177404)",2017-02-03,15:00,54.7881,13.5785,4.11701
6336,7.77778,0.005429,"(643672.5610606113, 5826351.320441355)","(-73.37028725502985, -37.6988169158906)",2017-01-12,15:00,69.419,14.5102,7.6877699999999995
6337,-14.444400000000002,0.006516,"(674152.9580134461, 5731702.015266078)","(-73.00160231811373, -38.546065984958936)",2016-02-16,19:00,81.6665,9.37368,3.8996199999999996
6338,-41.1111,0.013174000000000002,"(718535.9070043372, 5632199.837793012)","(-72.46089758854957, -39.43204992873675)",2016-03-11,23:00,23.0691,21.2733,4.9122900000000005
6339,3.33333,0.0024809999999999997,"(792564.0470990821, 6098226.353828571)","(-71.78596082684521, -35.21637566255922)",2020-02-13,17:00,32.0148,13.0194,5.745080000000001
6340,-34.4444,0.005429,"(723721.6378387468, 5812548.129023746)","(-72.45869294270912, -37.807069407486644)",2019-01-26,10:00,17.9523,17.2721,4.18806
6341,-56.6667,0.0016719999999999999,"(660053.4483399453, 5764427.805140376)","(-73.17075972907692, -38.2539327606206)",2017-02-06,22:00,49.9197,12.8561,1.9039700000000002
6342,28.8889,0.013174000000000002,"(745435.9252516596, 6051109.341196589)","(-72.28893797259362, -35.65338237041975)",2020-01-22,07:00,35.8244,22.4621,7.779719999999999
6343,73.3333,0.0016719999999999999,"(658120.4738909899, 5804969.845989065)","(-73.20180756779091, -37.88905939437843)",2019-01-27,08:00,12.9313,16.5441,7.05404
6344,30.0,0.0016719999999999999,"(638212.7144830958, 5740887.42575072)","(-73.41566429550014, -38.469630793489934)",2017-01-04,19:00,88.3162,4.54287,7.088760000000001
6345,-21.111099999999993,0.0016719999999999999,"(775114.2727894074, 5788929.405836737)","(-71.86662759534383, -38.00559665875568)",2019-03-08,20:00,27.8226,17.7213,17.7427
6346,-5.555599999999998,0.0025960000000000002,"(666353.3926671399, 5836766.39038162)","(-73.11550534949887, -37.601156688593626)",2018-02-24,09:00,84.8951,13.2838,1.9763
6347,50.0,0.006516,"(690106.4041895579, 5891415.001354164)","(-72.86060898869371, -37.104304333562155)",2017-01-10,08:00,26.9673,10.6466,3.2938300000000003
6348,-13.333299999999994,0.013174000000000002,"(766146.3947074992, 5816323.470859088)","(-71.97873183085937, -37.76171327555025)",2016-01-12,09:00,94.1177,7.6344199999999995,7.57313
6349,0.0,0.010235,"(723027.9763247255, 5808216.170911083)","(-72.46523056503743, -37.8462454556681)",2018-03-14,08:00,73.3767,7.095610000000001,6.27353
6350,-7.777799999999999,0.005973,"(762676.4443356801, 5800765.556899885)","(-72.01242639465774, -37.9027513843647)",2020-01-27,10:00,12.5308,18.6603,12.3069
6351,-11.111099999999993,0.002134,"(684332.2818131358, 5847126.489576345)","(-72.9145566381811, -37.50441010452123)",2018-01-31,19:00,21.2346,20.2697,9.562669999999999
6352,-37.7778,0.006516,"(685471.3628210803, 5655415.388875089)","(-72.85119882263264, -39.23075697651855)",2018-12-21,15:00,33.3667,13.5326,8.03031
6353,0.0,0.005429,"(770321.4060315952, 5829210.950320464)","(-71.93618195403126, -37.64449648927151)",2016-02-14,16:00,39.0331,12.569,5.02957
6354,-10.0,0.0025960000000000002,"(662584.8143255399, 5800361.752081461)","(-73.15002229643416, -37.92978428666373)",2018-03-07,14:00,38.4174,18.1154,1.60059
6355,21.1111,0.005429,"(781946.2528871257, 5882571.209464919)","(-71.82495738831187, -37.160768153506396)",2016-02-18,18:00,66.7816,12.5099,2.99417
6356,37.7778,0.0032549999999999996,"(780291.9830120117, 5835398.981967804)","(-71.8257025845393, -37.58581899327627)",2015-12-29,16:00,61.6083,16.4672,2.62905
6357,-10.0,0.0024809999999999997,"(785664.0140461148, 5819450.480046488)","(-71.7587130077769, -37.727688509639485)",2018-01-17,16:00,48.0512,14.6774,4.56996
6358,-63.3333,0.0016719999999999999,"(687884.3919643653, 5823459.2664613845)","(-72.86831636775707, -37.71687080714436)",2017-01-02,10:00,28.304000000000002,11.5524,3.08664
6359,0.0,0.006516,"(727317.0002614962, 5876552.695603169)","(-72.43768629446443, -37.22985029215687)",2020-02-11,05:00,53.5722,19.4262,3.5143699999999995
6360,7.77778,0.0016719999999999999,"(690957.0194381938, 5819327.465124714)","(-72.83239270136018, -37.753449955941996)",2017-03-10,23:00,69.1409,8.09976,4.40128
6361,-17.7778,0.0025960000000000002,"(764852.7150520682, 5785402.656904804)","(-71.98204503973372, -38.0403935444066)",2017-02-25,19:00,88.4401,19.6979,3.17945
6362,14.4444,0.009777,"(684600.8894440577, 5855677.085976344)","(-72.91366196265638, -37.427335032845164)",2019-03-18,14:00,27.5647,7.05215,10.5893
6363,-27.7778,0.009777,"(697247.3902791166, 5841943.131488221)","(-72.76714800299685, -37.548426137798636)",2019-03-13,05:00,15.7035,17.34,4.33876
6364,8.88889,0.005429,"(703386.1083159827, 5860962.085779568)","(-72.70295668761104, -37.37579873869395)",2017-02-18,22:00,66.7719,10.9452,3.9109
6365,-2.222200000000001,0.0037990000000000003,"(773900.8302492626, 5878290.90687669)","(-71.913868157678, -37.20168727028705)",2017-02-06,15:00,29.6655,16.1857,1.25061
6366,-13.333299999999994,0.001325,"(766550.2129108846, 5783754.850792664)","(-71.96211393497636, -38.05472607355089)",2020-02-13,09:00,35.835,8.63955,7.673939999999999
6367,7.77778,0.0016719999999999999,"(754022.7545625102, 5909336.591577168)","(-72.14806892471856, -36.92780196776543)",2020-03-19,20:00,27.5686,15.7121,2.1273400000000002
6368,-25.5556,0.0032549999999999996,"(655348.9897586996, 5817119.592460542)","(-73.2359209348443, -37.78008114521773)",2016-02-25,21:00,78.2283,8.17861,7.68602
6369,-7.777799999999999,0.013174000000000002,"(739166.4239628086, 5911152.954456876)","(-72.31526419079405, -36.91533303120816)",2019-01-03,22:00,31.6162,17.0971,11.9483
6370,0.0,0.009777,"(736867.957511267, 5778354.64283841)","(-72.29824621025122, -38.111597108374745)",2018-02-11,18:00,29.3341,15.9301,6.667660000000001
6371,60.0,0.0016719999999999999,"(791310.7545439203, 5849736.991044858)","(-71.70678263307572, -37.45337558053703)",2018-12-31,13:00,36.1579,13.0116,1.7229400000000001
6372,26.6667,0.013174000000000002,"(669083.3994594658, 5912895.024745346)","(-73.10188860828143, -36.91481358446993)",2018-03-20,20:00,8.40974,17.8517,2.72008
6373,38.8889,0.005429,"(786974.972272907, 5851704.513721405)","(-71.7564907534892, -37.43702447474838)",2016-01-12,11:00,99.9892,7.4317899999999995,5.477519999999999
6374,68.8889,0.002712,"(666953.3969329101, 5748261.930825049)","(-73.08811767734348, -38.398289448423974)",2019-03-10,21:00,77.4404,14.4081,4.2794099999999995
